Text,Sentiment
Mereka katanya akan membahas hal ini lebih lanjut bersama Anies maupun cawapresnya Muhaimin Iskandar ( Cak Imin ) .,1
Ketum PBNU Yahya Cholil Staquf atau Gus Yahya merespons soal usulan calon Presiden Ganjar Pranowo dan capres Anies Baswedan soal penggunaan hak angket dan interpelasi oleh DPR terkait dugaan kecurangan Pemilu 2024 .,0
Gus Yahya mengatakan anggota DPR saat ini sedang sibuk Pemilu .,1
""" DPR-nya aja belum balik kantor , ini masih sibuk di KPPS dan lain lain , siapa yang bikin ? "" Kata Gus Yahya di kantor PBNU , Jalan Kramat Raya , Jakarta Pusat , Kamis ( 22/2 ) .",0
Gus Yahya juga meminta polemik dugaan kecurangan Pemilu tak dijadikan gimik belaka .,0
Dia mendorong masalah hukum diselesaikan secara hukum .,1
""" Imbauan saya ndak usah jadikan masalah ini sebagai gimik politik yang artifisial , kalau ada masalah , kalau masalahnya masalah hukum , selesaikan dengan hukum , kalau masalah politik , bicarakan secara politik , itu saja , "" ujarnya .",0
""" Yang penting itu upaya-upaya untuk mengatasi masalah yang real , yang nyata dihadapi oleh rakyat , "" sambungnya .",1
"Anggota Komisi VI DPR RI Fraksi Golkar , Nusron Wahid , mengatakan belum ada anggota DPR yang mewacanakan hak angket seperti yang diusulkan Ganjar .",1
""" Wacana itu kan baru dari Mas Ganjar . Belum ada satu pun anggota DPR yang mewacanakan itu . Ya biarkan kita akan tanggapi kalau sudah ada resmi dari DPR yang mensikapi , "" kata Nusron kepada wartawan , Kamis ( 22/2 ) .",1
Sekretaris TKN Prabowo-Gibran ini enggan bicara jauh soal wacana hak angket .,0
"Sebab , menurutnya belum ada satu pun anggota DPR yang mewacanakan hak angket pilpres .",1
""" Tidak mau nanggapi sesuatu yang belum muncul di DPR . Kalau hak DPR itu kan munculnya dari anggota DPR . Sampai saat ini belum ada anggota DPR yang bicara soal itu , "" ujarnya .",0
Simak Video ' Elite NasDem-PKB-PKS Bakal Temui Anies-Imin Bahas Hak Angket ' : [ Gambas : Video 20 detik ] Baca selengkapnya di halaman selanjutnya .,1
Komisi Pemilihan Umum ( KPU ) Kota Malang akan menyelenggarakan Pemungutan Suara Ulang ( PSU ) pada Sabtu ( 24/2/2024 ) .,1
Pelaksanaan PSU ini akan diikuti oleh 760 pemilih dari 3 TPS di wilayah Kecamatan Lowokwaru .,1
""" Ada 275 pemilih dari TPS 14 Kelurahan Mojolangu dan TPS 37 Kelurahan Mojolangu sejumlah 264 pemilih , lalu 221 pemilih ada di TPS 48 Kelurahan Jatimulyo , totalnya 760 pemilih ya , "" beber Ketua Panitia Pengawas Pemilu Kecamatan ( Panwascam ) Lowokwaru , M Masruri Bahrianto saat ditemui detikJatim , Jumat ( 23/2/2024 ) .",1
""" Pemilih ini sesuai dengan Daftar Pemilih Tetap ( DPT ) dari 3 TPS tersebut ditambah dengan Daftar Pemilih Khusus ( DPK ) kalau memang ada , namun untuk DPK wajib dari domisili setempat sesuai dengan wilayah TPS , "" tambahnya .",1
"Selain itu , Masruri juga menyampaikan , mekanisme PSU akan dilaksanakan sama dengan pemungutan suara sebelumnya .",1
Pelaksanaan PSU tersebut akan dimulai sejak pukul 07.00 WIB hingga 13.00 WIB .,1
""" Untuk semua teknisnya sama dengan pemungutan suara pada 14 Februari kemarin , tapi keseluruhan nanti PSU ini hanya untuk pemilihan calon presiden dan calon wakil presiden saja , "" terangnya .",1
"Ia menyebut , pihaknya telah menyelesaikan berbagai persiapan jelang PSU .",1
Masyarakat pun diharapkan bisa berpartisipasi secara aktif untuk menciptakan Pemilu yang baik dan adil .,2
""" Sampai hari ini untuk persiapan Panwascam sudah selesai , kemarin juga Ketua PPK sudah mengadakan koordinasi dengan PPS Mojolangu dan Jatimulyo , "" terang Masruri .",1
""" Kami juga upayakan Pemilu bisa berjalan dengan lancar karena kalau sesuai dengan Undang-undang ya kita berharap memang tidak ada PSU ya dan kita juga menyadari banyak keterbatasan SDM , jadi kami berharap masyarakat bisa berpartisipasi agar pemilu berjalan secara baik dan adil , "" imbuhnya .",2
"Terpisah , Ketua KPU Kota Malang Aminah Asminingtyas mengatakan , pihaknya mengalokasikan 1.000 surat suara PPWP .",1
"Ia menyebut , pemilih nantinya akan mendapatkan surat suara yang bertanda khusus PSU .",1
""" Pembeda ada pada kertas suara yakni ada tulisan PSU sebagai penandanya , "" ujarnya .",1
"Sebelumnya , pelaksanaan PSU ini terjadi sebab adanya kesalahan prosedur saat pemungutan suara pada Rabu ( 14/2/2024 ) .",0
Di mana ada pemilih yang bukan domisili setempat atau tidak terdaftar di TPS ikut mencoblos .,0
"Kesalahan prosedur tersebut terjadi saat ada pemilih dari luar kota yang tidak masuk dalam Daftar Pemilih Tetap ( DPT ) , Daftar Pemilih Tambahan ( DPTb ) , maupun Daftar Pemilih Khusus ( DPK ) .",0
Mereka hanya memberikan KTP elektronik dan diberi surat suara PPWP .,1
"Wakil Ketua Umum Partai NasDem , Ahmad Ali , buka suara soal kabar adanya pimpinan partai politik yang menyatakan siap bergabung dengan koalisi kubu Prabowo-Gibran .",1
Ali menilai masih terlalu dini untuk bicara koalisi saat ini .,1
""" Karena belum ada penetapan KPU artinya pilpres belum menghasilkan presiden . Maka tentunya terlalu pagi mengatakan bergabung atau tidak bergabung , "" kata Ali saat dihubungi , Kamis ( 22/2/2024 ) .",0
NasDem saat ini tergabung dalam Koalisi Perubahan bersama PKS dan PKB dengan mengusung Anies Baswedan dan Muhaimin Iskandar untuk Pilpres 2024 .,1
Ali mengatakan tiap peserta pemilu harus menahan diri sampai putusan resmi diumumkan KPU .,1
""" Sebaiknya semua orang harus menahan diri . Pemilu ini belum menghasilkan apa-apa . KPU sebagai penyelenggara sedang melakukan rekapitulasi berjenjang . Satu-satunya institusi yang berkewenangan melakukan menetapkan hasil pemilu itu KPU , "" ujar Ali .",0
Ali juga menyinggung momen pertemuan Ketua Umum NasDem Surya Paloh dengan Presiden Joko Widodo ( Jokowi ) di Istana Merdeka pekan lalu .,1
"Menurutnya , pertemuan itu wajar dilakukan sebagai sesama koalisi pemerintahan periode 2019-2024 .",1
""" Kalau konteks pertemuan Surya Paloh dan Jokowi hendaknya diterjemahkan itu sebagai pertemuan koalisi pemerintahan 2019-2024 . Itu kan hampir terjadi kebekuan komunikasi nah di sisi lain tanggung jawab kita untuk melaksanakan pemerintahan sampai Oktober 2024 melekat . Maka perlu kemudian dibangun komunikasi . Jadi tidak perlu kita sensitif , "" katanya .",1
"Dia menambahkan , saat ini Koalisi Perubahan juga masih solid .",2
Pihaknya masih menunggu hasil resmi yang diumumkan KPU .,1
""" Apa hal kemudian membuat tidak solid ? Kita berjuang bersama-sama kita lagi menunggu hasil . Ketika hasil pilpres sudah diumumkan dan semua pihak menerimanya , masing-masing partai akan berbicara berada pada posisi mana , "" tutur Ali .",1
"Wakil Ketua TKN Prabowo-Gibran , Habiburokhman mengatakan ada pimpinan partai politik dari kubu sebelah yang ingin bergabung ke koalisi pemerintahan usai pemilu .",1
""" Salah satu pimpinan parpol di kubu sebelah , ya kan ngomong begitu ke saya , ya sesama anak Jakarta . Ngomong begitu , ane pokonya setelah pemilu mau di kekuasaan , "" sambungnya .",0
Simak Video ' TKN Sebut Ada Pimpinan Parpol Kubu Sebelah Mau Gabung Pemerintah ' : [ Gambas : Video 20 detik ],1
"Menjalani hari pertama sebagai Menko Polhukam , Hadi Tjahjanto melakukan silaturahmi ke PBNU dan pendahulunya Mahfud Md .",1
Apa aja yang dibahas dalam sowan Hadi Tjahjanto ke keduanya ?,1
"Diketahui , Hadi Tjahjanto dilantik sebagai Menko Polhukam oleh Presiden Joko Widodo ( Jokowi ) di Istana Negara , Jakarta Pusat , Rabu ( 21/2/2024 ) .",1
Pelantikan itu berbarengan dengan melantik Ketum Demokrat Agus Harimurti Yudhoyono ( AHY ) sebagai Menteri ATR / BPN menggantikan Hadi .,1
"Kamis ( 22/2/2024 ) , di hari pertama bekerja sebagai Menko Polhukam , Hadi Tjahjanto berkunjung ke PBNU dan Mahfud Md .",1
"Dengan PBNU , Hadi bicara terkait suasana kondusif usai pemilu 2024 digelar .",2
"Sementara dengan Mahfud , Hadi bicara seputar tugas-tugas di Kemenko Polhukam .",1
Simak rangkuman selengkapnya .,1
"Hadi dengan mobil berpelat RI 14 tiba di kantor PBNU di Jl Kramat Raya , Jakarta Pusat , Kamis ( 22/2/2024 ) pagi .",1
Pertemuan Hadi dan jajaran pengurus besar NU digelar tertutup .,1
"Dalam foto-foto yang diterima , tampak Hadi berbincang bersama Ketua Umum PBNU Yahya Cholil Staquf atau Gus Yahya didampingi jajaran pengurus besar NU dan Kemenko Polhukam .",1
""" Alhamdulillah mendapat kehormatan luar biasa undangan paling awal dari Menko Polhukam , Pak Hadi yang pagi ini berkunjung ke kantor kami persis sehari sesudah dilantik , "" kata Gus Yahya dalam konferensi pers usai pertemuan , Kamis ( 22/2/2024 ) .",2
""" Kemarin dilantik dan hari ini langsung berkunjung ke PBNU . Ini Menko yang nggak ' mengko-mengko ( nanti-nanti ) ' , udah langsung alhamdulillah , "" sambungnya .",2
Sementara Hadi mengatakan dirinya pernah berkali-kali sowan ke PBNU sejak dirinya menjabat sebagai Panglima TNI .,1
Hadi memandang PBNU memiliki peran besar menjaga situasi tetap kondusif pasca-pesta demokrasi Pemilu 2024 .,2
""" Kunjungan ke PBNU ini bukan pertama kali sejak saya jadi Panglima TNI hampir 3-4 kali saya berkunjung . Karena PBNU ini organisasi kemasyarakatan yang sangat besar , yang bersafah keagamaan dari struktural sampai kultural . Oleh sebab itu memiliki peran yang besar memberikan kontribusi terhadap situasi kondusif seperti saat ini pasca-pileg , pilpres tanggal 14 Februari 2024 , "" imbuhnya .",2
"Hadi mengatakan , dalam pertemuannya bersama Ketum PBNU Yahya Cholil Staquf ( Gus Yahya ) banyak berbincang situasi tenang seusai gelaran pesta demokrasi beberapa waktu lalu .",1
Ia berharap kondisi tenang terus dipertahankan .,2
""" Sebagai anak bangsa , untuk menjaga kondisi ini dan beliau Gus Yahya sangat setuju dan sangat mendukung , sehingga seluruh proses pembangunan yang sedang berjalan ini bisa berjalan dengan baik dan bisa langsung dirasakan oleh masyarakat dan insyaallah dengan hubungan kita semua maka kondisi yang saat ini sangat kondusif ini terus akan terjadi , "" ucapnya .",2
"Lihat juga Video ' Menko Polhukam Hadi Ungkap Pesan dari Mahfud Md ' : [ Gambas : Video 20 detik ] Hadi juga temui Mahfud Md , simak selengkapnya di halaman berikut",1
"Wakil Ketua Tim Kampanye Nasional ( TKN ) Prabowo-Gibran , Habiburokhman , mengatakan adanya partai politik yang ingin bergabung dengan koalisi Prabowo-Gibran usai pemilu selesai .",1
"Direktur Eksekutif Parameter Politik Indonesia ( PPI ) , Adi Prayitno , menilai pernyataan itu sebagai sinyal ada yang telah ' lempar handuk ' .",0
"Apa maksudnya ? "" Saya kira pernyataan Habiburokhman itu menegaskan bahwa partai-partai politik di luar kubu 02 secara perlahan sudah lempar handuk , sudah mengakui keunggulan Prabowo dan Gibran meski belum ada keputusan resmi dari KPU . Tapi pengakuan itu sepertinya didasarkan atas hasil quick count yang memenangkan secara mutlak pasangan nomor 02 itu , "" kata Adi saat dihubungi , Kamis ( 22/2/2024 ) .",2
""" Ini akan mengulang kecenderungan-kecenderungan politik yang dilakukan Jokowi dan SBY di mana partai-partai yang kalau cenderung bergabung dengan kubu pemerintah yang dimenangkan oleh Prabowo-Gibran , "" katanya .",1
""" Jadi pernyataan Habib ini mengindikasikan ke depan akan ada satu per satu entah itu kubu 1 atau kubu 2 akan hijrah migrasi menjadi bagian dari koalisi politiknya Prabowo dan Gibran . Oleh karena itu tentu ini akan menjadi ancaman minimnya oposisi . Ke depan kita jangan berharap akan ada oposisi yang kuat dan pastinya oposisi akan semakin lemah dan tak bisa diandalkan sebagai check and balance , "" sambungnya .",0
"Wakil Ketua Tim Kampanye Nasional ( TKN ) Prabowo-Gibran , Habiburokhman mengungkap adanya pimpinan partai politik yang menyatakan siap bergabung dengan koalisi Prabowo-Gibran setelah proses pemilu selesai .",1
"Wakil Ketua Umum Partai Hanura , Benny Rhamdani menegaskan koalisi Ganjar-Mahfud saat ini masih solid .",2
""" Saya garansi 100% partai politik pengusung Ganjar-Mahfud solid , "" kata Benny saat dihubungi , Kamis ( 22/2/2024 ) .",1
"Hanura saat ini tergabung dalam koalisi bersama PDIP , PKB , dan Perindo di Pilpres 2024 .",1
Keempat partai ini mengusung pasangan calon presiden dan wakil presiden nomor urut 3 Ganjar Pranowo dan Mahfud Md .,1
Benny mengatakan pernyataan dari pihak TKN soal adanya partai politik yang bergabung ke koalisi Prabowo-Gibran sebagai intrik politik .,1
Dia menilai hal itu sebagai bagian untuk mempengaruhi persepsi publik .,1
""" Saya garansi 100% apa yang disampaikan Habiburokhman itu tidak lebih saya namakan tipu-tipu politik . Jadi itu bagian dari tipu-tipu politik untuk mempengaruhi publik aja , "" katanya .",0
"Menurut Benny , kerja koalisi Ganjar-Mahfud saat ini masih solid .",2
Dia menganggap keterangan Habiburokhman untuk menguatkan asumsi memenangkan pilpres berdasarkan hasil hitung cepat sejauh ini .,2
""" Itu kan tipu-tipu politik untuk membangun framing yang menguatkan dan menggiring publik untuk percaya atas kemenangan Prabowo-Gibran di Pilpres 2024 walaupun publik tahu apa yang mereka klaim sebagai kemenangan sebatas berbasis kepada quick count ya , "" tutur Benny .",2
"Benny menambahkan , tim Ganjar-Mahfud saat ini juga telah membentuk tim khusus dalam mengawal dugaan kecurangan di Pemilu 2024 .",0
""" Tim Khusus yang yang dibentuk oleh TPN Ganjar-Pranowo , tidak sekedar untuk membongkar berbagai kejahatan terhadap demokrasi dan konstitusi yang kami yamini sudah memenuhi unsur TSM ( terstruktur , sistematis , masif ) , tapi juga untuk menghadang kelahiran bayi atau anak haram jadah demokrasi , "" ujar Benny .",0
"Meski Begitu , Habiburokhman enggan menyebut pimpinan parpol yang dimaksud .",0
Dia meminta untuk ditunggu saja .,1
""" Saya nggak taulah , nantilah , lihat aja , saya nggak mau mendahului , "" ujarnyaLihat Video 'TKN Sebut Ada Pimpinan Parpol Kubu Sebelah Mau Gabung Pemerintah ' : [ Gambas : Video 20 detik ]",0
Presiden Amerika Serikat ( AS ) Joe Biden menggunakan kata umpatan saat membahas soal Presiden Rusia Vladimir Putin .,1
Rusia pun membalas umpatan Biden itu .,1
"Biden menggunakan umpatan dalam acara penggalangan dana kampanye pemilu di San Francisco , California .",0
Biden menyebut Putin sebagai ' crazy SOB ' saat berbicara soal ancaman konflik nuklir .,0
"Dilansir AFP dan Reuters , Kamis ( 22/2/2024 ) , Biden menyebut Putin saat memperingatkan selalu ada ancaman konflik nuklir .",0
Saat itu lah dia menyebut Putin sebagai ' crazy SOB ' .,0
""" Ini adalah ancaman eksistensial terakhir . Yaitu iklim . Kita memiliki crazy SOB seperti Putin dan yang lainnya , dan kita harus selalu khawatir soal konflik nuklir , tetapi ancaman eksistensial bagi umat manusia adalah iklim , "" ucap Biden dalam acara yang juga dihadiri sejumlah kecil wartawan , Rabu ( 21/2 ) waktu setempat .",0
Umpatan ' crazy SOB ( son of a b***h )' pada dasarnya berarti ' anak wanita jalang atau b******n gila ' .,0
Biden juga pernah melontarkan komentar keras saat menyebut Putin sebagai ' tukang jagal ' dan ' penjahat perang ' gara-gara memerintahkan invasi Rusia ke Ukraina sejak tahun 2022 .,0
Biden juga pernah menggunakan umpatan serupa kepada orang lain .,1
"Salah satunya pada Januari 2022 lalu , ketika dia tertangkap basah menggunakan umpatan yang vulgar terhadap jurnalis Fox News yang ditugaskan di Gedung Putih .",0
"Menurut Reuters , Biden mempunyai kecenderungan menyampaikan ucapan di luar naskah saat berbicara dalam acara penggalangan dana kampanye pemilu .",1
"Dia juga berbicara banyak isu , mulai dari soal pemerintah China , Partai Republik AS , hingga gempuran Israel terhadap Gaza .",1
Serangan verbal terhadap Putin oleh Biden telah meningkat tajam .,0
"Pekan lalu , Biden menyalahkan Putin dan kelompok yang disebutnya sebagai 'preman-preman' Putin atas kematian tokoh oposisi Rusia , Alexei Navalny .",0
""" Kita tidak tahu persis apa yang terjadi , tapi tidak ada keraguan bahwa kematian Navalny adalah akibat dari sesuatu yang dilakukan Putin dan preman-premannya , "" sebut Biden saat berbicara di Gedung Putih , pekan lalu , usai otoritas penjara Rusia mengumumkan Navalny meninggal di penjara .",0
Kremlin telah membantah terlibat dalam kematian Navalny dan mengecam keras tuduhan-tuduhan Barat .,0
Rusia menyebut tudingan Barat soal Putin bertanggung jawab atas kematian Navalny sebagai hal yang tidak bisa diterima .,0
"Biden , dalam pernyataannya , menyebut AS akan mengumumkan paket sanksi terbaru yang lebih berat untuk Rusia terkait kematian Navalny pada Jumat ( 23/2 ) besok .",0
Lihat juga Video ' Pilot Rusia yang Membelot Ukraina Ditemukan Tewas dengan Luka Tembak ' : [ Gambas : Video 20 detik ] Simak balasan Rusia ke Biden di halaman selanjutnya .,0
"Kericuhan terjadi dalam sebuah pengajian yang digelar di Masjid Assalam , Purimas , Gunung Anyar , Surabaya .",0
Pengajian itu menghadirkan Ustaz Syafiq Riza Basalamah .,1
Bendahara PW GP Ansor Jawa Timur M Fawait menduga peristiwa kericuhan itu terjadi karena pihak penyelenggara pengajian tidak melakukan komunikasi dengan baik .,0
""" Mungkin saya duga ini kurang komunikasi . Saya tegaskan kembali , masyarakat Jatim itu Ahlussunnah Wal Jamaah . Kurang komunikasi menyebabkan hal tidak diinginkan , "" kata Gus Fawait saat dikonfirmasi detikJatim , Jumat ( 23/2/2024 ) .",0
Gus Fawait mengatakan kasus ini hampir mirip dengan penolakan Ustaz Hanan Attaki .,0
Ia meminta semua pihak yang hendak menggelar pengajian agar terlebih dahulu mengerti kultur dan budaya di Jawa Timur .,1
""" Kami atas nama Ansor Jatim , bahwa kawan-kawan di level kecamatan tidak akan bertindak begitu saja jika ada komunikasi baik . Saya tegaskan , semua pengajian itu baik , tapi jangan sampai pengajian yang tidak sepemahaman dengan masyarakat sekitar dipaksakan digelar . Perlu dimusyawarahkan agar tidak terjadi lagi hal seperti Ustaz Hanan Attaki dulu , "" jelasnya .",1
""" Jangan sampai niatnya baik yakni menggelar pengajian , tapi kalau tidak sepemahaman dengan masyarakat sekitar justru menimbulkan kemudaratan "" lanjutnya .",1
Gus Fawait meminta masyarakat tidak nekat menggelar pengajian dengan mendatangkan ustaz yang tidak sepaham dengan masyarakat sekitar .,0
""" Kalau memang masyarakat sekitar tidak sepemahaman dengan pengajian itu karena beda latar belakang , saya pikir bisa masyarakat menghadiri pengajian secara online atau ke tempat ustaz tersebut berada , tanpa harus mendatangkan ustaz di wilayah yang tidak sepemahaman , "" tegasnya .",1
""" Ansor akan selalu mendukung pengajian , apalagi kajian islam kebangsaan . Tapi harus ada komunikasi baik antarpihak apakah pengajian itu sepemahaman atau tidak , sebab itu nanti bisa meresahkan masyarakat . Kalau komunikasi baik pasti baik-baik saja , pasti akan saling support , "" tambahnya .",2
"Menurut Gus Fawait , Banser akan selalu berada di garda terdepan untuk menjaga setiap pengajian dari golongan apapun asalkan pengajian yang tidak bertentangan dengan NKRI .",1
""" Mungkin pihak-pihak yang nekat menggelar pengajuan itu tidak mengenal NU mendalam , tidak mengenal Ansor-Banser mendalam , tidak mengenal Ahlussunnah Wal Jamaah mendalam , dan pasti kurang komunikasi . Kami komitmen menjaga keamanan , kondusifitas di masyarakat , apalagi ini usai pemilu . Komitmen Ansor akan menjaga perdamaian selama tidak ada yang mengganggu NKRI , "" ujarnya .",0
""" Saya apresiasi kepolisian Polres Surabaya khususnya Polsek Gununganyar sudah mengamankan untuk menjaga ketertiban . Mudah-mudahan tidak terjadi lagi dan ada komunikasi baik , "" tandasnya .",2
Capres nomor urut 03 Ganjar Pranowo mendorong partai politik untuk melakukan pengusutan dugaan kecurangan dalam Pemilu 2024 dengan menggunakan sejumlah hak istimewa DPR RI .,0
Ganjar juga mengajak paslon 01 Anies Baswedan dan Muhaimin Iskandar mengusulkan hak angket DPR .,1
"Sebagaimana penjelasan dari laman resmi DPR RI , hak angket adalah hak DPR melakukan penyelidikan terhadap pelaksanaan Undang-Undang atau kebijakan pemerintah yang berkaitan hal penting , strategis , dan berimplikasi luas pada kehidupan bermasyarakat , berbangsa , dan bernegara yang diduga bertentangan dengan peraturan perundang-undangan .",1
"Mengenai ramainya hak angket yang digunakan untuk mengusut kecurangan pemilu , akademisi Universitas Brawijaya ( UB ) angkat bicara .",0
"Dosen Prodi Magister Administrasi Publik UB Prof Drs Andy Fefta Wijaya berpendapat daripada mengajukan hak angket lebih baik mengawasi jalannya rekapitulasi dan mempersiapkan gugatan sesuai jalur-jalur hukum yang disiapkan , yakni melalui Bawaslu , DKPP , maupun MK .",2
""" Menyoroti hak angket yang diluncurkan oleh kandidat-kandidat capres 03 ini membawa konsekuensi yang sebenarnya harus diperhatikan bagaimana positioning daripada lembaga-lembaga yang diperdebatkan itu , "" kata Andy dalam keterangannya , Kamis ( 22/2/2024 ) .",1
""" Jadi , kita perlu memetakan posisi atau istilahnya kedudukan daripada lembaga itu jadi daripada lembaga seperti KPU , lembaga yang sejajar dengan MK dan mahkamah-mahkamah lainnya . KPU ini tidak di bawah eksekutif . tidak di bawah presiden . Dia lembaga yang sejajar dengan MK dan lain-lain , "" imbuhnya .",1
Andy menilai hak angket bukan jalur konstitusional untuk melakukan gugatan kecurangan Pemilu .,0
"Menurutnya , kecurangan Pemilu seharusnya dilaporkan kepada Bawaslu atau DKPP .",0
""" Nah kalau hak angket itu adalah lebih kepada ranah politik ya . Jadi bagaimana hak angket itu diangkat sebenarnya untuk mempertanyakan implementasi kebijakan suatu UU dalam lembaga eksekutif dalam hal ini presiden , para menteri , dan lain-lain . Itu ranahnya politik , ya , berbeda dengan KPU ini tadi . Nah ini seyogyanya tidak dicampuradukkan , ini berbahaya sekali kalau interpretasinya dicampuradukan seperti itu . Keluar dari koridor penataan yang ada , "" ujar pria yang juga menjabat sebagai Prodi Magister Manajemen Pendidikan Tinggi Universitas Brawijaya itu .",0
Andy menegaskan hak angket DPR RI tidak akan berdampak pada hasil Pemilu .,1
"Apabila merasa terdapat kesalahan pada Hasil Pemilu , sambung dia , terdapat mekanisme perselisihan hasil Pemilu di MK .",0
""" Jadi , sebenarnya sudah ada cara memecahkan kalau di situ ada permasalahan . Memang ini ranahnya ranah hukum , kalau mau diselesaikan ya secara hukum . Penyelesaiannya di MK , bukan dibawa ke ranah politik . Nah kalau terjadi seperti ini , ya , agak repot , ya , "" tuturnya .",1
"Di samping itu , di dalam mengegolkan hak angket ini juga perlu persetujuan-persetujuan yang ada di internal DPR RI yang juga dinilai tidak semudah ' membalikkan telapak tangan ' .",0
Demikian juga dengan permasalahannya yang harus berhubungan dengan permasalahan eksekutif .,1
""" Tidak berhubungan dengan ranah KPU yang sebenarnya bukan ranah eksekutif gitu ya , nah ini lah yang mungkin perlu ditempatkan lagi supaya tidak dicampuradukan karena adanya kepentingan . Sehingga memaksakan begitu , ya , asumsinya dan nanti bisa salah kaprah , "" tutup dia .",0
"Maka dari itu , ia menganjurkan agar siapapun peserta pemilu untuk mengikuti regulasi dan tatanan yang telah ditentukan .",0
"Serta , menghormati apapun keputusan dari KPU , Bawaslu , dan beberapa badan penyelenggara pemilu lainnya .",1
902 Personel Bawah Kendali Operasi ( BKO ) yang bertugas dalam pengamanan tempat pemungutan suara ( TPS ) Pemilu 2024 ditarik kembali ke Polda Sulteng .,1
Mereka bertugas di Polres jajaran di Sulteng selama 11 hari dimulai 10 hingga 21 Februari 2024 .,1
"Kedatangan personel tersebut diterima Kapolda Sulteng Irjen Agus Nugroho saat Apel Pagi , Kamis ( 22/2/2024 ) .",1
Irjen Agus memastikan kelengkapan sarana dan prasarana pengamanan Pemilu dalam Apel tersebut .,1
""" Apel ini merupakan konsolidasi dalam rangka pengecekan kelengkapan dan sarana prasarana yang digunakan dalam pengamanan rangkaian puncak Pemilu , "" kata Irjen Agus dalam apel penerimaan personel pengamanan TPS di Polda Sulteng , Kamis ( 22/2 ) .",1
Irjen Agus menyampaikan selamat kepada 902 personel yang bertugas .,2
Dia meminta personel kembali ke satuan kerjanya masing-masing untuk melaksanakan tugas seperti biasa .,2
""" Selamat datang kepada rekan-rekan yang telah kembali dari melaksanakan pengamanan TPS di Polres jajaran . Saya minta kita semua menyesuaikan diri kembali untuk melaksanakan tugas di satkernya masing-masing , "" ucapnya .",1
Irjen Agus turut menyampaikan terima kasih kepada petugas pengamanan TPS dan seluruh personel Polda Sulteng yang terlibat dalam pengamanan Pemilu 2024 .,2
"Menurutnya , berkat peran seluruh personel sehingga tahapan Pemilu 2024 sampai dengan pemungutan suara dapat terlaksana dengan lancar , aman , damai , dan sejuk .",2
""" Itu semua bukan sebuah keniscayaan yang jatuh begitu saja dari langit , melainkan merupakan hasil upaya , hasil pekerjaan , hasil kegiatan dan tugas yang saudara-saudara laksanakan bekerjasama dengan stakeholder terkait "" tuturnya .",2
"Di sisi lain , dia mengingatkan rangkaian atau tahapan Pemilu 2024 belum selesai .",1
"Masih ada dinamika kegiatan , baik masyarakat secara umum maupun para kontestan Pemilu 2024 .",1
Dia menambahkan tahap perhitungan dan rekapitulasi masih berlangsung hingga 20 Maret mendatang .,1
"Menurutnya , proses tahapan tersebut akan ditandai beberapa hal yang jika tidak dikelola dan diantisipasi dengan baik bisa menjadi potensi gangguan Kamtibmas .",0
""" Hal itu ditunjukkan adanya kelompok atau individu yang patut diduga tidak menerima putusan atau hasil pemungutan suara yang telah diumumkan lewat quick count maupun hasil suara sementara KPU yang diungkapkan dalam aksi unjuk rasa , provokasi melalui media sosial dan aksi-aksi lainnya yang dapat mengganggu kamtibmas , "" tegasnya .",0
Irjen Agus meminta personel tetap mewaspadai tahap perhitungan dan rekapitulasi suara Pemilu .,1
"Sebab kata dia , kemungkinan masih akan ada upaya pengrusakan , mengganggu hasil rekapitulasi , mempengaruhi agar terjadi perubahan hasil perhitungan mulai tingkat TPS hingga PPK .",0
""" Terkait perkembangan situasi diharapkan seluruh personel Polda Sulteng buka mata dan buka telinga , menyikapi perkembangan situasi yang terjadi baik nasional dan daerah . Kiranya dapat kita kelola dengan baik agar situasi Kamtibmas di Sulawesi Tengah tetap dalam keadaan aman , damai dan sejuk , "" pungkasnya",2
Ribuan caleg dari total 18 partai politik memperebutkan 120 kursi di DPRD Jawa Timur untuk periode 2024-2029 .,1
"Partai mana saja yang berpeluang meraih kursi terbanyak di DPRD Jatim 2024-2029 ? Di Jawa Timur , untuk level DPRD Provinsi tersedia 120 kursi .",1
Ratusan kursi itu terbagi menjadi 14 daerah pemilihan ( dapil ) .,1
Berikut ini daftar partai dan caleg yang berpeluang lolos ke Indrapura dari masing-masing dapil .,1
"Dari input sementara di laman KPU , baru 24 ,13% data masuk untuk Dapil Jatim I .",1
Angka ini tergolong sangat rendah dibanding dapil lainnya yang sudah mencapai 50% .,1
"Dari input sementara ini , PDI Perjuangan ( PDIP ) sudah meraih 70.456 suara dan bertengger di peringkat pertama .",2
"Disusul Partai Gerindra sebanyak 57.625 suara , kemudian PKB dengan suara 37.538 .",1
"Pada urutan selanjutnya , PSI meraih 32.685 suara , diikuti PKS dengan raihan 29.216 suara , kemudian Demokrat yang meraih 23.576 suara .",2
"Sedangkan parpol selanjutnya , yakni Golkar meraih 21.247 suara .",2
Di Dapil Jatim I ini ada 8 kursi yang diperebutkan .,1
"PDIP berpotensi meraih 2 kursi , sedangkan Gerindra , PKB , PSI , PKS , Demokrat , hingga Golkar berpeluang meraih 1 kursi .",2
"Berdasarkan angka sementara itu , berikut ini sejumlah caleg yang berpotensi lolos ke Indrapura sesuai urutan kursinya di Dapil Jatim I .",1
